from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5958306;5975375;141;9893;47;30;9786;31;29;9369;32;29;9369;30;11630;27;11630;16
5958307;5975375;142;9919;46;29;9521;31;30;9395;32;30;9395;31;11418;27;11418;16
5958308;5975375;137;9589;46;29;9557;28;26;9166;29;26;9166;31;11917;27;11917;16
5958309;5975375;136;9546;46;29;9579;28;27;9201;29;27;9201;30;11177;26;11177;16
5958310;5975375;136;9524;46;29;9645;31;29;9353;31;29;9353;30;11044;27;11044;16
5958311;5975375;136;9551;46;29;9627;34;32;9535;34;32;9535;30;11123;26;11123;16
5958312;5975375;137;9596;46;29;9569;38;36;9816;38;36;9816;30;11523;26;11523;16
5958318;5975375;82;5744;29;18;5624;35;31;6176;35;31;6176;24;6548;21;6548;13
5958319;5975375;78;5468;28;18;5456;34;30;6105;35;30;6105;23;6388;21;6388;13
5958320;5975375;75;5275;27;17;5285;33;32;6230;34;31;12144;23;6155;20;6155;12
5958321;5975375;70;4901;26;16;4970;34;30;5116;35;32;5607;21;5864;19;5864;12
5958322;5975375;65;4539;24;15;4555;28;25;4621;31;26;4621;21;5466;18;5466;11
5958323;5975375;61;4280;23;14;4288;25;22;4364;26;23;4364;20;5234;18;5234;11
5958324;5975375;58;4030;23;15;4316;25;22;4387;26;23;4387;21;5197;19;5197;11
5958325;5975375;53;3735;21;14;3712;25;22;3782;25;22;3782;19;4645;17;4645;10
5958326;5975375;51;3594;22;14;3697;21;19;3638;22;19;3638;19;4122;17;4098;10
5958327;5975375;47;3284;19;12;3353;18;16;3229;17;15;3229;18;3885;16;3885;10
5958328;5975375;46;3198;18;12;3225;20;19;3321;19;18;3321;18;3885;16;3885;10
5958329;5975375;46;3246;17;11;3158;25;24;3277;24;23;3411;17;3753;16;3753;10
5958330;5975375;44;3068;15;10;3055;26;25;4298;25;24;4298;18;4308;16;4308;10
5958331;5975375;44;3059;14;9;3028;25;23;3930;25;22;3930;19;3996;17;3996;10
5958332;5975375;40;2790;14;9;2794;25;23;3896;25;22;3896;17;3787;15;3787;9
5958333;5975375;41;2887;13;9;2712;24;20;3470;22;19;3470;18;4514;16;4514;10
5958334;5975375;41;2854;14;9;2839;25;21;3261;22;19;3261;18;3950;16;3950;10
5958335;5975375;41;2846;15;10;2864;24;22;3145;23;21;3463;17;4168;16;4168;10
5958336;5975375;41;2885;17;11;2989;23;21;3499;23;21;3408;19;4366;17;4366;11
5958337;5975375;44;3062;17;11;3025;21;19;3294;22;19;3294;19;4511;17;4511;11
5958338;5975375;45;3124;20;13;3361;17;16;2909;16;15;2909;19;5443;17;5375;10
5958339;5975375;44;3092;18;12;3086;18;14;2914;17;14;2914;18;5219;16;5237;10
5958340;5975375;47;3291;19;12;3237;20;17;3115;20;17;3115;18;5395;16;5413;10
5958341;5975375;50;3506;19;12;3460;24;22;3452;25;23;4388;20;5263;17;5281;11
5958342;5975375;51;3539;19;12;3557;19;18;4023;20;18;4023;19;5379;18;5372;10
5958343;5975375;54;3776;21;13;3825;23;21;4221;23;21;4221;20;5588;18;5582;10
5958344;5975375;60;4181;24;15;4144;28;27;4626;28;27;4626;21;6167;19;6160;11
5958348;5975375;97;6797;33;21;6670;39;36;7047;40;36;7047;21;8828;19;8821;11
5958349;5975375;91;6360;31;20;6300;32;29;6610;33;30;6610;24;8653;21;8646;13
5958350;5975375;88;6166;30;19;6144;29;26;6416;30;27;6416;24;8043;21;8037;13
5958351;5975375;90;6281;29;19;5971;29;27;7551;30;27;7551;23;7955;21;7948;12
5958352;5975375;88;6163;29;19;6091;25;24;7289;26;24;7289;22;8166;20;8159;12
5958353;5975375;95;6626;32;20;6609;19;18;6872;19;18;6872;24;8285;21;8279;13
5958354;5975375;94;6601;32;20;6552;17;16;6735;18;16;6735;25;8114;22;8107;12
5958355;5975375;98;6890;33;21;6804;22;20;7008;22;20;7008;26;8410;23;8404;13
5958356;5975375;103;7243;35;22;7331;27;25;7424;27;24;7407;26;8946;23;8752;13
5958357;5975375;108;7543;36;23;7495;29;26;7897;30;26;7897;27;9422;24;9153;13
5958358;5975375;110;7689;37;23;7671;29;24;8045;32;24;8045;28;9240;24;9233;14
5958359;5975375;113;7897;38;24;7845;28;24;8053;32;24;8053;28;9446;25;9439;14
5958360;5975375;116;8148;39;25;8153;31;25;8320;34;25;8320;29;9711;26;9705;15
5958361;5975375;123;8623;41;26;8637;33;28;8770;37;28;8770;31;10206;27;10200;15
5958362;5975375;127;8857;42;27;8896;35;28;9016;42;28;9016;31;10436;28;10429;16
5958363;5975375;130;9121;43;27;9106;38;32;9280;43;32;9280;32;11123;28;10916;16
5958368;5975375;212;14825;72;45;14938;63;58;18004;65;60;18004;42;16938;37;16943;23
5958369;5975375;208;14567;68;43;14381;58;54;17745;60;57;17899;41;16446;35;16451;21
5958370;5975375;200;13977;68;43;14381;51;45;17155;51;47;17155;41;16046;35;16051;21
5958371;5975375;197;13758;66;42;13987;49;42;16916;50;44;16916;40;15707;34;15712;21
5958372;5975375;197;13783;67;42;14101;49;40;16806;50;42;16806;40;15713;34;15718;21
5958373;5975375;197;13816;65;42;13884;46;42;16992;47;43;14156;40;15989;34;15994;21
5958374;5975375;198;13862;65;42;13891;46;44;14198;47;44;14198;39;15737;34;15742;20
5958376;5975375;202;14168;67;43;14164;50;45;16018;51;47;14421;40;15918;35;15925;21
5958377;5975375;204;14251;68;43;14234;51;46;16089;51;48;14504;41;16288;35;16294;21
5958378;5975375;208;14583;70;44;14437;55;51;16422;57;53;14836;41;16452;35;16458;22
5958379;5975375;222;15518;75;48;15425;68;60;16262;69;60;16262;44;17366;38;17372;24
5958380;5975375;223;15629;77;49;15740;72;62;16373;72;61;16373;45;17438;39;17444;24
5958381;5975375;226;15825;77;49;15740;73;64;16569;74;64;16569;45;17864;39;17870;24
5958384;5975375;234;16365;79;50;16387;62;55;17389;63;55;17389;48;19070;40;19120;25
5958385;5975375;235;16483;78;50;16515;62;51;17122;63;51;17122;47;18779;40;18828;25
5958386;5975375;237;16604;80;51;16675;64;51;17112;63;51;17112;47;18735;40;18785;25
5958387;5975375;243;16993;80;51;16888;71;52;17207;68;52;17207;47;18672;40;18721;25
5960026;5975375;359;25162;110;70;25329;79;51;26663;75;51;26663;51;27543;44;28078;27
5960027;5975375;356;24937;110;69;25068;78;50;26608;76;50;26608;51;27228;44;27763;27
5960028;5975375;348;24376;109;69;24653;77;66;26433;74;61;26277;50;26955;43;27490;26
5960029;5975375;345;24183;109;69;24857;72;59;26115;73;59;26115;50;28957;43;29492;26
5960030;5975375;383;26819;107;67;23897;98;79;30000;102;79;30000;52;29165;45;29700;29
5960031;5975375;336;23514;106;67;23832;64;49;25283;62;50;25283;49;24489;42;24489;27
5960032;5975375;333;23344;104;66;23401;59;46;25113;60;48;25121;49;24255;41;24255;27
5960033;5975375;328;22986;102;65;23081;62;52;24620;62;52;24620;47;23938;40;23938;26
5960034;5975375;325;22717;101;64;22819;60;49;24352;56;49;24352;47;23471;40;23471;26
5960035;5975375;320;22397;99;63;22565;58;47;24242;56;47;24242;46;23112;39;23112;25
5960036;5975375;316;22120;99;62;22287;57;46;24167;53;46;24167;45;22927;38;22927;24
5960037;5975375;312;21836;98;62;21891;60;48;24327;56;48;24327;46;23472;39;23472;25
5960038;5975375;308;21538;98;62;21807;61;53;24642;62;53;24642;46;23115;39;23115;25
5960039;5975375;303;21214;98;62;21323;61;53;24672;62;53;24672;45;22698;38;22698;24
5960040;5975375;299;20933;99;63;21116;63;56;25118;65;53;25339;46;22880;39;22880;25
5960041;5975375;295;20666;99;62;20841;68;52;25479;68;55;25479;47;23362;40;23362;26
5960042;5975375;297;20789;100;63;21014;69;54;25614;71;57;25614;48;23530;41;23530;26
5960043;5975375;306;21394;95;60;20195;76;63;26218;74;66;26218;49;23789;42;23789;27
5960044;5975375;285;19978;93;59;19978;73;60;26296;74;63;26296;49;24061;42;24061;27
5960045;5975375;278;19482;91;57;19409;73;63;26539;72;65;23268;49;21434;42;21434;27
5960046;5975375;279;19509;91;57;19409;76;66;23295;72;66;23295;44;21245;38;21245;24
5960047;5975375;280;19584;89;56;18957;75;67;23370;72;67;23370;45;21142;38;21142;25
5960048;5975375;267;18706;89;56;18992;67;65;22969;64;61;22969;45;21501;38;21501;25
5960049;5975375;271;19001;90;57;19161;72;68;22368;68;65;23207;45;19472;38;19435;25
5960050;5975375;257;17997;84;53;18166;58;55;19989;60;51;19989;43;18923;36;18885;22
5960051;5975375;256;17933;83;53;17957;53;50;20336;51;45;20336;42;18727;35;18690;22
5960052;5975375;253;17678;82;52;17836;62;58;20209;62;54;20209;42;19079;35;19041;22
5960053;5975375;248;17393;81;51;17216;58;55;19709;60;51;19709;42;18191;35;18153;22
5960054;5975375;241;16866;81;51;17216;60;56;19801;60;52;19801;41;18570;34;18533;21
5960055;5975375;238;16685;81;51;17216;62;58;19966;63;54;19966;41;19030;35;18993;22
5960056;5975375;234;16348;78;49;16504;63;60;20080;63;56;20080;42;18375;35;18337;22
5960057;5975375;227;15900;76;48;16212;65;62;20185;63;58;20185;42;18869;35;18832;22
5960058;5975375;224;15663;76;48;16283;65;59;17282;64;60;20375;42;19212;35;19175;22
5960059;5975375;221;15445;76;48;16283;65;58;17225;67;59;17225;42;19638;35;19601;22
5960060;5975375;217;15170;80;51;16561;64;58;17238;68;59;17238;40;17088;34;17088;21
5960061;5975375;213;14922;70;44;14783;64;59;19180;68;59;17204;40;16842;34;16842;21
5960062;5975375;208;14538;68;43;14616;60;54;18797;67;59;18797;39;16463;33;16463;21
5960063;5975375;204;14303;68;43;14555;59;51;18562;62;56;18562;39;16371;33;16371;21
5960064;5975375;199;13944;65;41;14052;56;45;18203;58;50;18203;37;15728;32;15728;20
5960065;5975375;196;13698;65;41;13937;52;45;18142;55;47;15256;37;15767;31;15767;20
5960066;5975375;194;13561;64;41;13655;50;42;15408;53;44;15408;36;15375;30;15375;19
5960067;5975375;190;13313;63;40;13444;45;39;15160;47;41;15160;36;15075;30;15075;19
5960068;5975375;188;13146;61;39;13290;41;32;14712;42;34;14712;35;15118;29;15118;18
5960069;5975375;190;13267;62;39;13290;44;36;14968;44;38;14968;32;14809;27;14809;17
5960070;5975375;183;12828;60;38;12843;48;38;14062;49;42;14062;34;14808;29;14808;19
5960071;5975375;178;12439;58;37;12535;48;36;13869;47;40;13869;35;14530;29;14530;19
5960072;5975375;177;12382;58;37;12415;48;38;14036;50;42;14036;35;14804;30;14804;19
5960073;5975375;174;12173;57;36;12202;46;41;14320;48;43;14320;38;13796;33;13796;19
5960074;5975375;169;11853;57;36;12000;42;40;13882;44;39;12891;38;13675;32;13675;19
5960075;5975375;170;11884;55;35;11539;43;41;13924;44;40;12933;35;13460;30;13460;18
5960076;5975375;159;11137;53;34;11157;38;36;13112;40;36;12120;35;12772;30;12772;18
5960077;5975375;156;10894;52;33;10973;36;33;12953;38;33;11962;34;12525;29;12525;17
5960078;5975375;153;10720;51;33;10836;40;38;13258;41;38;12063;33;12014;29;12014;17
5960079;5975375;150;10500;50;32;10619;38;33;11776;38;34;11776;33;11863;28;11863;17
5960080;5975375;148;10361;50;32;10504;34;31;11617;37;33;11001;32;11615;28;11615;17
5960081;5975375;145;10170;50;32;10275;35;33;10576;36;33;10706;30;11762;26;11762;16
5960082;5975375;139;9746;47;30;9824;32;31;10327;33;30;10210;30;11546;27;11546;16
5960083;5975375;140;9816;47;30;9767;32;31;9463;32;31;9463;30;10992;27;10992;16
5960084;5975375;141;9872;47;30;9820;31;30;9402;32;30;9402;30;11031;26;11031;15
5960085;5975375;136;9507;46;30;9600;26;24;8983;26;24;8983;30;11317;27;11317;16
5960086;5975375;135;9454;46;29;9543;24;23;8933;25;23;8933;30;11697;26;11697;16
5960087;5975375;132;9221;45;28;9314;24;22;8883;25;22;8883;31;10845;27;10845;16
5960088;5975375;132;9221;44;28;9247;27;26;9145;28;26;9145;30;10875;26;10875;16
5960089;5975375;132;9252;45;29;9395;31;30;9398;32;30;9398;30;10922;26;10922;16
5960090;5975375;134;9376;44;28;9309;36;33;9659;36;33;9659;30;11666;26;11666;16
5960094;5975375;95;6659;33;21;6571;41;39;11295;43;37;11906;25;7527;23;7527;14
5960095;5975375;90;6320;32;20;6272;37;34;11573;38;32;11573;25;7267;22;7267;14
5960096;5975375;91;6355;30;19;5874;37;35;11608;38;33;11608;25;6891;22;6891;14
5960097;5975375;81;5663;29;19;5725;38;37;6567;40;36;12518;24;6761;21;6761;13
5960098;5975375;80;5579;28;18;5495;38;36;6534;39;35;12448;23;6409;20;6409;12
5960099;5975375;68;4735;25;16;4779;34;31;5649;34;30;5649;21;5940;18;5940;12
5960100;5975375;64;4513;25;16;4748;34;31;5610;34;30;5610;21;5284;18;5097;12
5960101;5975375;63;4376;24;15;4412;28;25;4622;31;26;4622;20;5998;18;5134;11
5960102;5975375;56;3889;21;14;3925;29;27;4730;30;28;4730;21;4862;19;4675;12
5960103;5975375;52;3650;20;13;3595;27;24;3935;27;24;3935;19;4648;17;4461;11
5960104;5975375;49;3430;20;13;3453;25;21;3759;25;21;3759;18;4217;17;4217;11
5960105;5975375;44;3115;19;12;3139;21;19;3383;23;19;3383;17;3898;15;3898;10
5960106;5975375;42;2975;17;11;2999;19;16;2915;17;16;2915;17;3540;15;3540;9
5960107;5975375;41;2879;16;10;2839;19;16;2959;19;16;2959;16;3553;15;3553;9
5960108;5975375;40;2830;15;10;2772;25;24;3306;25;23;3306;17;3990;15;3990;10
5960109;5975375;39;2740;14;9;2801;27;26;4395;27;25;4395;16;3485;14;3485;9
5960110;5975375;36;2544;13;9;2632;28;26;4141;28;25;4141;17;3699;15;3699;9
5960111;5975375;35;2460;12;8;2475;26;23;3672;25;22;3672;18;3543;15;3543;10
5960112;5975375;37;2603;14;9;2534;25;20;2842;23;19;2842;18;3770;16;3770;10
5960113;5975375;37;2561;14;9;2660;21;17;2812;20;16;2812;17;3977;15;3977;10
5960114;5975375;38;2646;15;10;2633;20;19;3234;20;19;3234;17;4184;15;4184;10
5960115;5975375;39;2749;17;11;2832;17;16;3050;18;16;3050;17;4954;15;5319;10
5960116;5975375;41;2889;17;11;2914;15;14;2918;16;14;2918;17;5036;16;5053;10
5960117;5975375;40;2833;17;11;2852;16;14;2931;15;14;2897;18;4975;16;4992;10
5960118;5975375;45;3132;17;11;3147;20;19;3243;20;19;3243;19;4860;17;4878;10
5960119;5975375;45;3130;17;11;3243;19;17;3959;19;17;3959;19;4665;17;4683;10
5960120;5975375;48;3388;18;12;3444;16;15;3809;16;15;3809;19;5189;17;5183;10
5960121;5975375;54;3779;20;13;3760;20;18;4038;20;18;4038;20;5873;18;5867;10
5960122;5975375;58;4086;20;13;3887;24;23;4345;24;23;4345;20;6236;19;6229;11
5960125;5975375;73;5114;26;16;5074;21;19;5638;22;19;5638;21;6738;19;6732;11
5960126;5975375;74;5184;25;16;5162;19;17;5490;19;17;5490;21;6679;19;6673;11
5960127;5975375;76;5333;26;16;5220;19;18;5514;19;18;5514;22;6991;20;6984;12
5960128;5975375;88;6127;30;19;6182;29;25;6377;29;26;6377;23;8015;21;8009;12
5960129;5975375;82;5721;27;17;5705;24;19;5969;24;21;5969;23;7689;20;7683;12
5960130;5975375;85;5977;29;18;6018;24;21;7211;26;21;7211;22;7560;20;7553;12
5960131;5975375;90;6290;31;20;6399;24;22;7190;24;22;7190;24;7894;21;7888;13
5960132;5975375;94;6610;32;20;6616;21;20;7006;22;20;7006;24;8199;21;8192;13
5960133;5975375;98;6833;33;21;6876;23;22;7178;25;22;7178;24;8351;22;8345;13
5960134;5975375;102;7146;35;23;7306;26;24;7358;26;23;7340;27;9112;24;9105;13
5960135;5975375;106;7407;35;23;7400;28;25;7798;30;25;7798;27;9004;24;8998;13
5960136;5975375;110;7687;37;23;7705;31;26;7914;33;27;7914;29;9477;25;9470;14
5960137;5975375;118;8294;39;25;8197;38;33;9872;40;33;9872;29;9713;26;9707;15
5960138;5975375;119;8350;40;25;8344;35;29;8580;37;30;8580;30;10015;26;10008;15
5960139;5975375;123;8576;41;26;8583;35;28;9203;37;28;9203;31;10341;27;10335;15
5960140;5975375;127;8898;42;27;8971;37;29;9105;43;29;9105;31;10486;28;10479;16
5960141;5975375;131;9173;44;28;9205;38;34;9412;43;34;9412;32;11150;28;10942;16
5960145;5975375;214;15005;74;47;15372;65;61;18337;66;63;15536;43;17148;37;17153;23
5960146;5975375;211;14763;72;45;14938;62;57;17941;62;59;17941;42;16723;37;16728;23
5960147;5975375;206;14440;72;45;14938;57;52;17618;58;54;17618;41;16471;35;16476;21
5960148;5975375;204;14295;68;43;14416;56;51;17628;57;52;17474;41;16264;35;16268;21
5960149;5975375;205;14349;69;44;14501;57;52;17681;58;53;17527;41;15947;35;15952;22
5960151;5975375;201;14077;66;42;13896;49;45;17197;50;47;14417;40;16227;34;16232;21
5960154;5975375;207;14514;68;43;14393;53;50;16352;55;52;14767;41;16349;35;16355;22
5960155;5975375;206;14453;69;44;14522;53;49;15548;55;49;15548;41;16360;36;16366;22
5960156;5975375;211;14758;74;47;15255;57;50;15556;57;50;15556;44;16922;38;16928;23
5960157;5975375;218;15241;74;47;15260;62;56;15985;65;56;15985;44;17254;38;17260;23
5960158;5975375;222;15515;75;47;15351;68;60;16258;69;60;16258;44;17560;38;17566;23
5960159;5975375;226;15838;77;49;15673;73;64;16582;74;64;16582;45;17914;39;17920;24
5960164;5975375;244;17060;82;52;17075;71;53;17274;68;53;17274;47;18890;40;18940;25
5960165;5975375;245;17145;82;52;17075;72;54;17359;70;54;17359;47;18971;40;19021;25
5961800;5975375;361;25302;111;70;25178;81;53;26803;78;53;26803;51;27371;44;27906;27
5961801;5975375;353;24723;110;69;24821;80;66;26624;77;66;26624;50;27143;43;27678;26
5961802;5975375;376;26304;109;69;24586;90;72;29485;92;72;29485;51;28678;44;29213;28
5961803;5975375;379;26558;109;69;24755;94;75;29740;94;75;29740;51;29031;44;29566;28
5961804;5975375;342;23907;107;68;23973;71;55;25674;67;55;25676;50;24663;43;24663;27
5961805;5975375;337;23593;106;67;23745;65;56;25360;63;52;25360;50;24474;42;24474;27
5961806;5975375;337;23608;106;67;23740;67;56;25375;63;52;25375;49;24425;42;24425;27
5961807;5975375;327;22906;104;66;23174;62;56;24848;65;56;24848;48;23806;41;23806;27
5961808;5975375;324;22655;103;65;22934;61;52;24598;62;52;24598;48;23565;40;23565;26
5961809;5975375;322;22554;100;63;22700;61;52;24603;62;52;24603;47;23257;40;23257;25
5961810;5975375;319;22319;100;63;22565;61;50;24459;60;50;24459;47;23071;39;23071;25
5961811;5975375;322;22514;100;63;22606;61;53;24656;62;53;24656;47;23253;40;23253;26
5961812;5975375;311;21765;99;63;22008;61;54;24712;62;54;24712;47;23342;40;23342;26
5961813;5975375;305;21324;97;62;21498;62;54;25658;65;54;25658;45;22605;38;22605;24
5961814;5975375;302;21169;100;63;21384;65;53;25324;68;56;25324;46;22929;39;22929;25
5961815;5975375;299;20960;100;63;21131;68;55;25502;71;56;25571;46;23029;39;23029;25
5961816;5975375;302;21126;101;64;21193;71;59;25940;71;62;25940;48;23371;41;23371;26
5961817;5975375;287;20109;102;65;21265;77;65;26659;78;68;26659;48;23920;41;23920;26
5961818;5975375;283;19775;92;59;19686;78;70;23561;72;70;23561;49;21616;42;21616;27
5961819;5975375;278;19448;91;57;19409;75;65;23234;71;65;23234;44;21338;38;21338;24
5961820;5975375;273;19126;89;57;19185;68;64;22911;70;60;22911;44;21128;38;21128;24
5961821;5975375;269;18846;89;57;19078;66;60;22629;65;56;22629;45;21114;38;21114;24
5961822;5975375;266;18614;88;56;18808;66;59;22525;59;55;22525;45;21401;38;21401;25
5961823;5975375;261;18300;86;54;18505;63;59;20292;62;55;20292;45;19274;38;19237;24
5961824;5975375;257;18022;84;53;18220;59;55;20014;59;51;20014;43;19056;36;19018;22
5961825;5975375;252;17641;82;52;17829;54;50;19634;51;46;19634;42;18613;35;18576;22
5961826;5975375;249;17403;81;51;17626;57;53;19575;57;49;19575;42;18483;35;18445;22
5961827;5975375;247;17260;79;50;17244;55;51;19432;51;47;19432;41;18242;34;18205;21
5961828;5975375;245;17126;79;50;17244;63;60;20062;63;56;20062;41;18439;34;18401;21
5961829;5975375;237;16586;78;49;16508;58;54;19674;60;50;19674;41;17965;34;17927;22
5961830;5975375;230;16122;77;49;16367;60;55;19747;60;51;19747;42;18319;35;18281;22
5961831;5975375;226;15803;74;47;15960;62;59;20017;62;55;20017;42;18545;35;18508;22
5961832;5975375;222;15548;74;47;15960;60;54;16947;62;55;16947;42;19038;35;19000;22
5961833;5975375;219;15350;71;45;15295;56;51;16748;61;52;16748;43;18758;36;18720;22
5961834;5975375;215;15027;70;45;15108;60;53;16894;64;54;16894;43;16919;37;16919;23
5961835;5975375;211;14780;70;44;14755;59;54;16930;62;55;16930;40;16615;34;16615;21
5961836;5975375;208;14539;69;44;14698;58;54;18798;63;54;16892;39;16286;33;16286;21
5961837;5975375;203;14218;70;45;14708;56;53;18728;59;55;15776;39;16302;33;16302;21
5961838;5975375;200;13979;67;42;14336;55;49;18462;57;51;15538;38;16124;32;16124;20
5961839;5975375;196;13737;66;42;14160;53;45;17923;56;48;15296;36;15523;31;15523;19
5961840;5975375;196;13714;63;40;13432;53;45;17900;56;47;15272;36;15136;30;15136;19
5961841;5975375;187;13080;62;39;13218;44;36;14638;44;38;14638;35;14829;29;14829;18
5961842;5975375;184;12889;61;39;12972;43;34;14456;43;36;14456;34;14663;29;14663;18
5961843;5975375;184;12901;60;38;12970;44;36;14601;44;38;14601;32;14561;27;14561;17
5961844;5975375;178;12473;58;37;12508;45;37;14196;44;39;14196;35;14199;30;14199;19
5961845;5975375;175;12262;57;36;12358;45;37;14018;44;39;14018;35;14750;29;14750;18
5961846;5975375;172;12067;57;36;12243;45;38;14087;46;40;14087;35;14787;30;14787;18
5961847;5975375;171;11988;56;36;12082;44;38;14135;46;40;14135;35;15088;30;15088;18
5961848;5975375;172;12023;56;35;11806;45;40;14263;47;42;14263;38;13782;33;13782;19
5961849;5975375;161;11251;53;34;11281;41;38;12466;42;38;12466;35;12842;30;12842;17
5961850;5975375;157;10972;52;33;11004;40;36;13151;41;36;12159;34;12590;29;12590;17
5961851;5975375;153;10689;51;32;10683;36;33;12936;38;33;11944;33;12323;28;12323;17
5961852;5975375;151;10554;50;32;10478;37;33;11590;39;33;11590;32;12106;28;12106;16
5961853;5975375;148;10344;49;31;10357;37;34;11432;37;34;11432;32;12038;27;12038;16
5961854;5975375;144;10087;48;31;10204;37;33;11422;37;36;11320;32;11956;28;11956;16
5961855;5975375;142;9942;48;31;10030;36;32;10327;37;32;10327;29;11282;26;11282;15
5961856;5975375;140;9806;48;30;9817;34;32;9582;36;32;9582;30;11297;26;11297;16
5961857;5975375;136;9536;46;29;9526;28;27;9187;29;27;9187;29;10701;25;10701;15
5961858;5975375;137;9578;46;30;9671;26;24;9030;27;24;9030;30;11217;26;11217;15
5961859;5975375;134;9381;46;29;9481;21;19;8670;22;19;8670;29;11508;26;11508;15
5961860;5975375;130;9130;44;28;9184;21;19;8650;21;19;8650;29;10620;26;10620;15
5961861;5975375;129;9024;44;28;9083;24;23;8917;25;23;8917;31;10546;27;10546;16
5961862;5975375;130;9082;43;27;8896;29;28;9294;30;28;9294;28;10468;25;10468;15
5961863;5975375;128;8970;43;27;8956;31;30;9411;32;30;9411;29;10646;25;10646;15
5961867;5975375;98;6874;33;21;6752;36;34;10922;38;32;10922;26;7788;23;7788;14
5961868;5975375;94;6547;33;21;6549;36;33;10911;38;31;10911;26;7530;23;7530;14
5961869;5975375;89;6250;31;20;6250;35;33;11498;38;31;11498;25;7180;22;7180;13
5961870;5975375;86;5997;30;19;5982;32;31;11336;34;29;11336;24;7359;21;7359;13
5961871;5975375;83;5806;29;19;5756;38;37;11720;38;35;11720;23;7751;21;7751;13
5961874;5975375;64;4476;24;15;4515;34;31;5666;35;30;5666;20;5352;18;5426;11
5961875;5975375;59;4137;22;14;4110;33;30;5048;34;29;5048;19;4988;17;4801;11
5961876;5975375;55;3868;22;14;4001;34;28;4884;34;27;4884;19;4801;17;4614;11
5961877;5975375;52;3638;19;12;3497;33;27;4597;32;26;4597;18;4430;16;4243;10
5961878;5975375;48;3377;18;12;3341;27;26;4433;27;25;3572;17;4127;16;3940;10
5961879;5975375;44;3053;18;12;3064;23;22;3214;23;20;3214;17;3854;15;3854;10
5961880;5975375;40;2798;16;10;2784;19;17;3012;19;17;2873;16;3397;14;3397;9
5961881;5975375;37;2577;15;9;2583;16;15;2648;16;14;2648;15;3201;14;3201;9
5961882;5975375;36;2514;14;9;2531;20;19;2665;20;18;2665;17;4217;15;4217;10
5961883;5975375;36;2491;12;8;2482;24;23;2683;24;23;3218;16;3222;14;3222;9
5961884;5975375;33;2328;12;8;2296;26;23;2747;25;24;3283;16;3268;14;3268;9
5961885;5975375;33;2332;11;7;2241;26;21;2731;24;20;2731;17;3458;15;3458;9
5961886;5975375;34;2357;11;7;2124;26;21;2756;25;20;2756;16;3544;14;3456;9
5961887;5975375;33;2322;13;8;2341;21;16;2595;20;16;2840;16;3886;14;3886;10
5961888;5975375;35;2478;14;9;2288;18;16;3082;18;16;3082;15;4527;14;4544;10
5961889;5975375;35;2485;15;10;2510;14;13;2811;15;13;2811;16;4717;14;4584;10
5961890;5975375;36;2533;15;10;2526;10;9;2562;11;9;2562;16;4703;15;4721;10
5961891;5975375;38;2635;16;10;2615;13;12;2762;14;12;2762;17;4576;15;4593;10
5961892;5975375;40;2826;15;10;2830;17;16;3064;17;16;2912;17;4469;15;4486;10
5961893;5975375;42;2972;16;10;2968;15;14;3738;16;14;3738;18;4615;17;4608;10
5961894;5975375;47;3274;17;11;3238;12;11;3533;12;11;3533;18;4986;16;5003;9
5961895;5975375;53;3690;20;13;3682;19;18;3990;19;18;3990;19;6097;17;6091;10
5961896;5975375;56;3930;19;12;3624;22;20;4188;23;20;4188;20;-1;19;-1;11
5961898;5975375;67;4670;23;15;4617;24;22;5852;24;22;5852;20;6050;18;6044;11
5961899;5975375;68;4774;24;15;4665;21;20;5650;22;20;5650;20;6222;18;6215;11
5961900;5975375;70;4884;24;15;4831;15;13;5221;16;13;5221;21;6634;19;6627;11
5961901;5975375;74;5162;25;16;5151;16;15;5324;16;15;5324;23;6657;20;6651;12
5961902;5975375;77;5396;26;17;5378;21;19;5622;22;19;5622;23;6896;21;6914;12
5961903;5975375;81;5651;28;18;5657;24;23;5878;24;23;5878;23;7384;21;7401;12
5961904;5975375;93;6498;31;20;6403;29;25;6641;29;26;7593;23;7595;21;7588;12
5961905;5975375;92;6454;31;20;6478;28;26;7475;28;26;7475;24;8041;21;8034;13
5961906;5975375;96;6730;32;21;6772;25;24;7289;26;24;7289;24;8339;22;8333;13
5961907;5975375;100;6996;34;22;7052;27;25;7494;27;24;7494;25;8600;22;8593;13
5961908;5975375;104;7285;35;22;7308;25;23;7680;27;24;7680;27;8963;24;8957;13
5961909;5975375;108;7554;37;23;7582;29;27;8021;31;28;8021;28;9253;24;9246;14
5961910;5975375;111;7764;37;24;7744;33;31;8230;34;31;8230;28;9369;25;9362;14
5961911;5975375;116;8090;38;24;7991;36;29;9654;37;30;9654;29;9704;25;9698;14
5961912;5975375;119;8339;39;25;8317;36;29;9413;39;29;9413;29;9917;26;9911;15
5961913;5975375;124;8661;41;26;8684;38;32;9442;41;32;9442;30;10270;27;10264;15
5961914;5975375;126;8851;42;27;8907;39;33;9562;43;33;9562;31;10514;27;10508;16
